,white_username,black_username,white_result,black_result
3655,09Gladiator09,blue_bloods,repetition,repetition
3656,nikolaikostovd,09Gladiator09,win,checkmated
3657,Salman1978,09Gladiator09,win,checkmated
3658,trsdsas,09Gladiator09,timeout,win
3659,09Gladiator09,Kdimari2,win,timeout
3660,Kdimari2,09Gladiator09,win,timeout
3661,09Gladiator09,mathur_chandramoli,checkmated,win
3662,09Gladiator09,aqua0109,checkmated,win
3663,toit_du,09Gladiator09,timeout,win
3664,blunder_bot,09Gladiator09,timeout,win
3665,09Gladiator09,somasundaramtri,win,timeout
3666,crowellt5,09Gladiator09,win,checkmated
3667,09Gladiator09,Grigor001,checkmated,win
3668,09Gladiator09,rkas,win,timeout
3669,nip1nap,09Gladiator09,timeout,win
3670,09Gladiator09,Alphacon001,win,timeout
3671,vipulsharma23,09Gladiator09,win,timeout
3672,09Gladiator09,Mohammad1988R,win,timeout
3673,09Gladiator09,jeganathans,checkmated,win
3674,123pedramole,09Gladiator09,win,checkmated
3675,v123321123,09Gladiator09,timeout,win
3676,STUDSPANKY,09Gladiator09,timeout,win
3677,09Gladiator09,wachisnei2,checkmated,win
3678,09Gladiator09,Fabulous34,checkmated,win
3679,09Gladiator09,write2rajul,checkmated,win
3680,nick839,09Gladiator09,win,timeout
3681,ziggy3430,09Gladiator09,timeout,win
3682,09Gladiator09,synyster3,win,timeout
3683,09Gladiator09,Taketheringer,win,resigned
3684,colt45wv1981,09Gladiator09,win,checkmated
3685,09Gladiator09,colt45wv1981,win,timeout
3686,akkii25,09Gladiator09,timeout,win
3687,LuaDann,09Gladiator09,win,timeout
3688,stuart-iw,09Gladiator09,win,abandoned
3689,09Gladiator09,VibrantFreckle,win,timeout
3690,09Gladiator09,axisdubois,win,abandoned
3691,SSENTHILRAJA,09Gladiator09,win,checkmated
3692,LuisAbraham,09Gladiator09,timeout,win
3693,09Gladiator09,bjspys,win,timeout
3694,09Gladiator09,BernMoz,win,timeout
3695,09Gladiator09,albertopareja,win,timeout
3696,09Gladiator09,colonel313,win,timeout
3697,sankalpkumar3,09Gladiator09,timeout,win
3698,feriftden,09Gladiator09,timeout,win
3699,JPINDIA2018,09Gladiator09,timeout,win
3700,chesswill47,09Gladiator09,win,checkmated
3701,09Gladiator09,pravanjan_123,win,timeout
3702,ataturkcu,09Gladiator09,win,checkmated
3703,abababababababbb,09Gladiator09,win,checkmated
3704,Ripa7,09Gladiator09,win,checkmated
3705,09Gladiator09,Snatixx,checkmated,win
3706,09Gladiator09,mariodirks,checkmated,win
3707,Lohithya,09Gladiator09,win,resigned
3708,09Gladiator09,franklinzabaleta32,win,timeout
3709,cordyMN,09Gladiator09,timeout,win
3710,09Gladiator09,BlurryDancer,checkmated,win
3711,09Gladiator09,dycst,win,timeout
3712,lmjindal,09Gladiator09,timeout,win
3713,Single_Malt,09Gladiator09,timeout,win
3714,09Gladiator09,Denvrfn1,win,timeout
3715,rohan170,09Gladiator09,timeout,win
3716,tholkapiyan,09Gladiator09,timeout,win
3717,09Gladiator09,xiongmao777,checkmated,win
3718,dycst,09Gladiator09,timeout,win
3719,09Gladiator09,humayunsher,win,timeout
3720,Razkolnikov,09Gladiator09,win,checkmated
3721,09Gladiator09,shiva_bennehalli,checkmated,win
3722,09Gladiator09,festuksen,checkmated,win
3723,09Gladiator09,rlm5800,win,checkmated
3724,hassen12345,09Gladiator09,win,checkmated
3725,mikkothegeeko,09Gladiator09,win,checkmated
3726,09Gladiator09,mrugalik,checkmated,win
3727,suryaarmy,09Gladiator09,win,resigned
3728,zman613,09Gladiator09,win,checkmated
3729,anuj_narayanan,09Gladiator09,timeout,win
3730,09Gladiator09,dorkinhard,timeout,win
3731,Sapo745,09Gladiator09,win,checkmated
3732,09Gladiator09,Kanu2017,checkmated,win
3733,abheekmukhopadhyay,09Gladiator09,timeout,win
3734,09Gladiator09,Santosh_93,win,timeout
3735,09Gladiator09,kentaro25,win,timeout
3736,09Gladiator09,nilsonvelandia,win,timeout
3737,nilsonvelandia,09Gladiator09,timeout,win
3738,09Gladiator09,nilsonvelandia,win,timeout
3739,nilsonvelandia,09Gladiator09,win,checkmated
3740,09Gladiator09,nilsonvelandia,timeout,win
3741,Dancarvalho1,09Gladiator09,win,checkmated
3742,Loffemann,09Gladiator09,win,timeout
3743,09Gladiator09,nba76,checkmated,win
3744,el_denga,09Gladiator09,win,checkmated
3745,Beekle08,09Gladiator09,win,checkmated
3746,09Gladiator09,cheter,win,resigned
3747,09Gladiator09,Tejas17282824,checkmated,win
3748,ozhana,09Gladiator09,win,checkmated
3749,09Gladiator09,ozhana,checkmated,win
3750,ozhana,09Gladiator09,win,checkmated
3751,09Gladiator09,ozhana,timevsinsufficient,timevsinsufficient
3752,ozhana,09Gladiator09,repetition,repetition
3753,09Gladiator09,ozhana,win,timeout
3754,ozhana,09Gladiator09,timeout,win
3755,09Gladiator09,ozhana,win,timeout
3756,ozhana,09Gladiator09,win,checkmated
3757,09Gladiator09,ozhana,checkmated,win
3758,ozhana,09Gladiator09,win,checkmated
3759,09Gladiator09,ozhana,win,timeout
3760,ozhana,09Gladiator09,timevsinsufficient,timevsinsufficient
3761,09Gladiator09,ozhana,checkmated,win
3762,ozhana,09Gladiator09,win,checkmated
3763,09Gladiator09,ozhana,checkmated,win
3764,ozhana,09Gladiator09,win,checkmated
3765,09Gladiator09,ozhana,win,timeout
3766,ozhana,09Gladiator09,timeout,win
3767,09Gladiator09,ozhana,win,timeout
3768,ozhana,09Gladiator09,timeout,win
3769,09Gladiator09,ozhana,win,timeout
3770,ozhana,09Gladiator09,timeout,win
3771,09Gladiator09,Gambitworld,win,timeout
3772,7moxie7,09Gladiator09,win,checkmated
3773,wac57,09Gladiator09,timeout,win
3774,09Gladiator09,rascati,checkmated,win
3775,arkiv52,09Gladiator09,win,checkmated
3776,09Gladiator09,lluismontoya,win,timeout
3777,09Gladiator09,registrao,checkmated,win
3778,rascati,09Gladiator09,win,checkmated
3779,09Gladiator09,dead_disco,checkmated,win
3780,snakesonnaplane2,09Gladiator09,win,timeout
3781,09Gladiator09,Njosvi,abandoned,win
3782,Yash5555,09Gladiator09,checkmated,win
3783,09Gladiator09,bacsvest,win,timeout
3784,nickmanning214,09Gladiator09,timeout,win
3785,09Gladiator09,r4this,checkmated,win
3786,jcvaldez,09Gladiator09,win,timeout
3787,Njosvi,09Gladiator09,win,checkmated
3788,allandd,09Gladiator09,win,checkmated
3789,09Gladiator09,AlexSumo,win,timeout
3790,AlexSumo,09Gladiator09,resigned,win
3791,09Gladiator09,Sidharthsk1703,checkmated,win
3792,09Gladiator09,jossssssss,timeout,win
3793,09none,nikhilsudan,win,checkmated
3794,09none,richs40,win,checkmated
3795,nehmep,09none,resigned,win
3796,fhadinejad,09none,resigned,win
3797,09none,KJShah,win,checkmated
3798,0anonymous0,AnikaBob,win,timeout
3799,davidbytyqi,0anonymous0,win,resigned
3800,SuperCampeonRei,0anonymous0,insufficient,insufficient
3801,0anonymous0,MarkhamRugby,abandoned,win
3802,0anonymous0,joh70,win,checkmated
3803,joh70,0anonymous0,timeout,win
3804,johnrobb1967,0anonymous0,resigned,win
3805,kushjalan,0anonymous0,win,resigned
3806,PavanKumar-1,0anonymous0,win,resigned
3807,0anonymous0,Misroya,win,checkmated
3808,snarky112,0anonymous0,checkmated,win
3809,aferrerpm,0anonymous0,abandoned,win
3810,0anonymous0,TrdEyE,checkmated,win
3811,jimbzz,0anonymous0,resigned,win
3812,0anonymous0,philippebouchard,win,resigned
3813,0anonymous0,abangsham,abandoned,win
3814,0anonymous0,Abbe67,checkmated,win
3815,lukamiletic,0anonymous0,win,resigned
3816,youssefbkairia,0anonymous0,stalemate,stalemate
3817,usushsj,0anonymous0,resigned,win
3818,0anonymous0,KnightSaurabh64,abandoned,win
3819,suryaprakash12,0anonymous0,insufficient,insufficient
3820,0anonymous0,ChristConsious47,resigned,win
3821,micoyolo,0anonymous0,timeout,win
3822,0anonymous0,micoyolo,win,checkmated
3823,micoyolo,0anonymous0,checkmated,win
3824,0anonymous0,micoyolo,win,checkmated
3825,0anonymous0,Kriszkomz,resigned,win
3826,biltumiah,0anonymous0,win,checkmated
3827,micoyolo,0anonymous0,abandoned,win
3828,gonzalo199719,0asif0,win,checkmated
3829,dadili77,0beliks,checkmated,win
3830,0beliks,majo108,win,checkmated
3831,0cy,mannygamez,win,resigned
3832,macky96744,0cy,win,checkmated
3833,Groinkick,0cy,win,checkmated
3834,0cy,rajkiran0075,win,abandoned
3835,0cy,igormaksi,win,abandoned
3836,aboalwi,0cy,resigned,win
3837,Gomez12345,0cy,resigned,win
3838,0cy,Antique008,win,timeout
3839,0cy,cahidguluzade,win,abandoned
3840,0cy,Mrgerard1997,win,abandoned
3841,UigneyTavares,0cy,win,checkmated
3842,0cy,slickgambit,abandoned,win
3843,moonjumper2023,0cy,win,abandoned
3844,0Danielito,melih10,win,checkmated
3845,melih10,0Danielito,checkmated,win
3846,0Danielito,popsihadle,win,resigned
3847,PunyMamba,0Danielito,abandoned,win
3848,will12212,0Danielito,win,checkmated
3849,0Danielito,SleepyAndSad,checkmated,win
3850,0Danielito,DepressionPerson123,win,resigned
3851,geniussea,0Danielito,resigned,win
3852,vitali223,0Danielito,win,checkmated
3853,0Danielito,Dino1954,win,checkmated
3854,0Danielito,ascherjohnson,checkmated,win
3855,sicankus,0Danielito,win,resigned
3856,case86,0Danielito,win,resigned
3857,0Danielito,v9eel5,resigned,win
3858,gabe8603,0Danielito,win,resigned
3859,NOOBATCHESS4165,0Danielito,win,resigned
3860,0Danielito,NOOBATCHESS4165,timeout,win
3861,hedf,0Danielito,abandoned,win
3862,seoung-hyeonham,0Danielito,stalemate,stalemate
3863,0Danielito,SilverFractals,resigned,win
3864,0Danielito,ctlnick,win,checkmated
3865,matthayden0402,0Danielito,win,checkmated
3866,0Danielito,Finn4608,resigned,win
3867,0Danielito,perrotkd,resigned,win
3868,0freakonaleash,HotCostume,win,timeout
3869,The_Spectre7422,0freakonaleash,timeout,win
3870,0freakonaleash,Scott_Scottsman,resigned,win
3871,Pavel_Kassin,0freakonaleash,checkmated,win
3872,Buffalo33bx,0freakonaleash,checkmated,win
3873,Purpleman220,0freakonaleash,timeout,win
3874,0freakonaleash,Lucifer094,win,checkmated
3875,0freakonaleash,Purpleman220,win,resigned
3876,mnurullahy,0freakonaleash,win,checkmated
3877,ELI950,0freakonaleash,win,resigned
3878,0freakonaleash,krama06,win,timeout
3879,0freakonaleash,mirage299,checkmated,win
3880,0freakonaleash,Xininha,win,checkmated
3881,zhangang93,0freakonaleash,checkmated,win
3882,0freakonaleash,aslyckov,checkmated,win
3883,0freakonaleash,SergiJulia0,checkmated,win
3884,JulianMclain,0freakonaleash,win,resigned
3885,0freakonaleash,41exei,resigned,win
3886,cow12x,0freakonaleash,checkmated,win
3887,Chloe343,0freakonaleash,win,resigned
3888,Huseyin_76,0freakonaleash,resigned,win
3889,0freakonaleash,ikbenwasmachine,win,resigned
3890,0freakonaleash,kimakachi,resigned,win
3891,0freakonaleash,Isramanujan,resigned,win
3892,kaneki023,0freakonaleash,win,resigned
3893,j0s1ah,0freakonaleash,win,checkmated
3894,0freakonaleash,chid54,win,resigned
3895,SvmB,0freakonaleash,win,timeout
3896,0freakonaleash,Jem7777,timeout,win
3897,nuraxmz,0freakonaleash,win,timeout
3898,0freakonaleash,LEJU74,timeout,win
3899,StottieP,0freakonaleash,timeout,win
3900,CollaborationIsKey,0freakonaleash,timeout,win
3901,0freakonaleash,SIRY00N,win,timeout
3902,0freakonaleash,Dev271988,checkmated,win
3903,0freakonaleash,IDkiwi,win,timeout
3904,delanoaragao,0freakonaleash,win,checkmated
3905,BlueRojo,0freakonaleash,win,checkmated
3906,0freakonaleash,Nezee,win,timeout
3907,TypicalRandom,0freakonaleash,timeout,win
3908,ddutoit14,0freakonaleash,resigned,win
3909,0freakonaleash,ANeatSicilianOffense,win,checkmated
3910,Jacobo1234567,0freakonaleash,timeout,win
3911,titou13RCV,0freakonaleash,win,timeout
3912,0freakonaleash,Uygareren08,win,resigned
3913,mike5494,0freakonaleash,timeout,win
3914,0freakonaleash,Inventor63,timeout,win
3915,0freakonaleash,elicush,win,timeout
3916,GMHOLMES117,0freakonaleash,checkmated,win
3917,0freakonaleash,martensm90,checkmated,win
3918,0freakonaleash,Wojtekk06,win,timeout
3919,RAOPA,0freakonaleash,win,checkmated
3920,AlexFaster,0freakonaleash,win,resigned
3921,Vanovano762,0freakonaleash,resigned,win
3922,0freakonaleash,Antikovata,checkmated,win
3923,Xeaweed,0freakonaleash,win,resigned
3924,XarlXD,0freakonaleash,win,resigned
3925,0freakonaleash,Deep18gk,resigned,win
3926,0freakonaleash,Bickotti,checkmated,win
3927,tejak04,0freakonaleash,win,checkmated
3928,0freakonaleash,BatuDad,win,timeout
3929,0freakonaleash,bardest,win,resigned
3930,0freakonaleash,edgardlopez,win,resigned
3931,PaulFourd14,0freakonaleash,resigned,win
3932,bilardopincha,0freakonaleash,checkmated,win
3933,0freakonaleash,bilardopincha,win,checkmated
3934,c3nk142,0freakonaleash,checkmated,win
3935,roconod,0freakonaleash,checkmated,win
3936,0freakonaleash,vermillon3169,win,resigned
3937,css24,0freakonaleash,win,resigned
3938,stoopid3,0freakonaleash,win,resigned
3939,0freakonaleash,philip_janssens1988,resigned,win
3940,0freakonaleash,Yashshah19981911,win,abandoned
3941,0freakonaleash,ceb86,win,checkmated
3942,0freakonaleash,viktorvarga517,win,resigned
3943,levoiz66,0freakonaleash,win,checkmated
3944,dinsum99,0freakonaleash,win,checkmated
3945,CAdams_US,0freakonaleash,resigned,win
3946,0freakonaleash,Melon_k,win,resigned
3947,0freakonaleash,Apophis-duat,checkmated,win
3948,GranPas31,0freakonaleash,resigned,win
3949,Pasch666,0freakonaleash,resigned,win
3950,AliiAliiAlii,0freakonaleash,win,resigned
3951,0freakonaleash,muaed52,resigned,win
3952,LestatJJ,0freakonaleash,resigned,win
3953,0freakonaleash,pincheputito,resigned,win
3954,0freakonaleash,neymarelbacan,win,resigned
3955,0freakonaleash,ScaccoKappa,stalemate,stalemate
3956,0freakonaleash,Niku365,repetition,repetition
3957,Amanraziq007,0freakonaleash,win,checkmated
3958,0freakonaleash,UzzielHD,resigned,win
3959,pele197010,0freakonaleash,resigned,win
3960,hober_mallow,0freakonaleash,resigned,win
3961,VelStro,0freakonaleash,win,checkmated
3962,0freakonaleash,nightreins,resigned,win
3963,TuMamaMeMima95,0freakonaleash,win,resigned
3964,Dumezaki,0freakonaleash,resigned,win
3965,0freakonaleash,rookygeek,win,timeout
3966,0freakonaleash,RohanTalkar,win,resigned
3967,0freakonaleash,wemademoney,resigned,win
3968,Shivansh3301,0freakonaleash,win,checkmated
3969,0freakonaleash,Hendrix_work,resigned,win
3970,kikisomething,0freakonaleash,resigned,win
3971,bencahu,0freakonaleash,win,checkmated
3972,0freakonaleash,kubrakkirill,resigned,win
3973,0freakonaleash,slimsleezy,checkmated,win
3974,LoverBoy83,0freakonaleash,win,resigned
3975,phuclanguoivietnam,0freakonaleash,resigned,win
3976,maxican794,0freakonaleash,resigned,win
3977,0freakonaleash,Amineng,win,abandoned
3978,0freakonaleash,keefer0,resigned,win
3979,0freakonaleash,Stevie12346,checkmated,win
3980,Faraaz_24,0freakonaleash,win,checkmated
3981,0freakonaleash,kelheim,win,timeout
3982,AryanWadgaonkar,0freakonaleash,resigned,win
3983,0freakonaleash,PaalBerg,win,timeout
3984,0freakonaleash,xImKaox,resigned,win
3985,Wsskp,0freakonaleash,resigned,win
3986,Birlicu,0freakonaleash,win,checkmated
3987,maharajdeepak,0freakonaleash,timeout,win
3988,0freakonaleash,delpadel,win,resigned
3989,Emes65,0freakonaleash,resigned,win
3990,0freakonaleash,daksh3016,win,resigned
3991,Vigintiduo,0freakonaleash,win,checkmated
3992,0freakonaleash,TuBaaDang,checkmated,win
3993,0freakonaleash,joshphebert,insufficient,insufficient
3994,vatulinigor625,0freakonaleash,win,resigned
3995,0freakonaleash,simone6606,resigned,win
3996,RETARANO,0freakonaleash,checkmated,win
3997,0freakonaleash,larrylad,win,resigned
3998,0freakonaleash,Riz46,win,timeout
3999,0freakonaleash,Rubeky,win,checkmated
4000,philou7560,0freakonaleash,win,timeout
4001,0freakonaleash,xhzbgshshsgssyshsg,timeout,win
4002,0freakonaleash,philou7560,timeout,win
4003,NaveenHG,0freakonaleash,timeout,win
4004,Platinumdesk89,0freakonaleash,win,checkmated
4005,R-Upreti,0freakonaleash,win,resigned
4006,0freakonaleash,Asmanav,checkmated,win
4007,Yoganesh,0freakonaleash,win,timeout
4008,0freakonaleash,ICABS,checkmated,win
4009,0freakonaleash,Kirtichandel,timeout,win
4010,Farodaki,0freakonaleash,win,checkmated
4011,0freakonaleash,heggelund85,win,timeout
4012,0freakonaleash,chrisgeralt,checkmated,win
4013,nadiaSivova,0freakonaleash,win,timeout
4014,0freakonaleash,WellPlayedRennie,win,timeout
4015,HerrWatanabe,0freakonaleash,win,timeout
4016,saipavuluri,0freakonaleash,win,timeout
4017,0freakonaleash,1980dralex,win,timeout
4018,heggelund85,0freakonaleash,timeout,win
4019,keionshead,0freakonaleash,win,timeout
4020,0freakonaleash,nahoj69,win,timeout
4021,0freakonaleash,Rosangelaa,timeout,win
4022,idrissharibi,0freakonaleash,win,timeout
4023,ajhever,0freakonaleash,timeout,win
4024,0freakonaleash,Hmd052,checkmated,win
4025,0freakonaleash,Robo207,win,timeout
4026,0freakonaleash,swormah,timeout,win
4027,Tomsice,0freakonaleash,timeout,win
4028,UDflyer91,0freakonaleash,win,resigned
4029,chrisgeralt,0freakonaleash,win,checkmated
4030,0freakonaleash,sonkalik,resigned,win
4031,Eder2135,0freakonaleash,resigned,win
4032,0freakonaleash,Eder2135,resigned,win
4033,bstokpunxcrew,0freakonaleash,checkmated,win
4034,0freakonaleash,couriway,win,timeout
4035,Fabbab1962,0freakonaleash,win,checkmated
4036,mikekalach,0freakonaleash,resigned,win
4037,ukukaju,0freakonaleash,win,checkmated
4038,0freakonaleash,zekda13,win,checkmated
4039,Thtbigguy,0freakonaleash,checkmated,win
4040,inaski,0freakonaleash,checkmated,win
4041,0freakonaleash,TomasBabyDoll,checkmated,win
4042,0freakonaleash,crzy6,checkmated,win
4043,0freakonaleash,leszczu124,resigned,win
4044,Modesto1809,0freakonaleash,win,resigned
4045,0freakonaleash,bearchested01,timeout,win
4046,oxage,0freakonaleash,win,timeout
4047,RedThree3,0freakonaleash,resigned,win
4048,xbma,0freakonaleash,win,timeout
4049,0freakonaleash,farham8585,timeout,win
4050,Patzer7676,0freakonaleash,timeout,win
4051,0freakonaleash,Thomo1980,win,timeout
4052,Konohou,0freakonaleash,timeout,win
4053,0freakonaleash,AKrishan17,timeout,win
4054,MyBabyGotDeported,0freakonaleash,win,timeout
4055,0freakonaleash,Platinumdesk89,win,timeout
4056,0freakonaleash,Seneca007,win,timeout
4057,KVDinakar,0freakonaleash,win,checkmated
4058,0freakonaleash,ANAaldaw,resigned,win
4059,0freakonaleash,Clean_Gaming99,win,checkmated
4060,axlvakero94,0freakonaleash,win,checkmated
4061,Jabberwocky3,0freakonaleash,timeout,win
4062,robisfork,0freakonaleash,win,timeout
4063,0freakonaleash,Shooter1776,timeout,win
4064,0freakonaleash,robisfork,win,timeout
4065,MarcelinOne,0freakonaleash,win,timeout
4066,robisfork,0freakonaleash,timeout,win
4067,0freakonaleash,FernandoR96,win,timeout
4068,0freakonaleash,ricardosu18,win,resigned
4069,lklark,0freakonaleash,win,timeout
4070,0freakonaleash,riomu,timeout,win
4071,0freakonaleash,argylesweatr,win,timeout
4072,0freakonaleash,RK8284,win,timeout
4073,Purpleman220,0freakonaleash,win,checkmated
4074,0freakonaleash,Purpleman220,win,resigned
4075,Purpleman220,0freakonaleash,timeout,win
4076,JennyBling,0freakonaleash,resigned,win
4077,chartist0_0,0freakonaleash,resigned,win
4078,0freakonaleash,MariaPuzinberg,resigned,win
4079,0freakonaleash,Af7ldn,win,checkmated
4080,ivanfosati,0freakonaleash,win,checkmated
4081,0freakonaleash,bangbangba,resigned,win
4082,0freakonaleash,nazrielfernando,checkmated,win
4083,0freakonaleash,rommyMF466,resigned,win
4084,pigbaccasftw,0freakonaleash,win,resigned
4085,Sivartggs,0freakonaleash,checkmated,win
4086,Cerocerosiete,0freakonaleash,win,resigned
4087,0freakonaleash,Chris_cda,win,checkmated
4088,0freakonaleash,Volkov86,abandoned,win
4089,piganegra,0freakonaleash,resigned,win
4090,RioMD,0freakonaleash,win,resigned
4091,Mabede,0freakonaleash,win,checkmated
4092,0freakonaleash,Maury500,win,checkmated
4093,0freakonaleash,F4A20,checkmated,win
4094,0freakonaleash,creetive,resigned,win
4095,grey_muscle,0freakonaleash,win,resigned
4096,0freakonaleash,adrihdez,resigned,win
4097,mitkovb,0freakonaleash,win,checkmated
4098,0freakonaleash,FootballHero8,win,timeout
4099,0freakonaleash,Sebaxi,win,timeout
4100,Gabbi007,0freakonaleash,timeout,win
4101,MagneticMammoth,0freakonaleash,timeout,win
4102,ChandanReddibattula,0freakonaleash,timeout,win
4103,0freakonaleash,MagneticMammoth,win,timeout
4104,AlexTitterington,0freakonaleash,timeout,win
4105,0freakonaleash,2312bimbom12,win,timeout
4106,1ronzlor,0freakonaleash,timeout,win
4107,0freakonaleash,lmiller084,timeout,win
4108,Juantxes,0freakonaleash,timeout,win
4109,0freakonaleash,blue_brown,win,timeout
4110,0freakonaleash,Kitchen953,win,timeout
4111,skyline63,0freakonaleash,checkmated,win
4112,Purpleman220,0freakonaleash,resigned,win
4113,0freakonaleash,Purpleman220,win,resigned
4114,Purpleman220,0freakonaleash,resigned,win
4115,0freakonaleash,Purpleman220,win,resigned
4116,EroniWairugu,0freakonaleash,win,checkmated
4117,knvt,0freakonaleash,win,checkmated
4118,0freakonaleash,Xosegalego,timeout,win
4119,dinitramide,0freakonaleash,win,checkmated
4120,ginlian,0freakonaleash,timeout,win
4121,0freakonaleash,kabali6174,checkmated,win
